,Timestamp,Machine,Temperature,Pressure,PartLength,PartResistance
1,2022-03-08 00:00:00,1,303,100,50.96645816,5.574101809
2,2022-03-08 00:00:05,1,303,100,51.37827238,5.670264037
3,2022-03-08 00:00:10,1,303,100,50.47165896,5.195264812
4,2022-03-08 00:00:15,1,303,100,51.04696178,5.534906166
5,2022-03-08 00:00:20,1,303,100,50.97957281,5.494170832
6,2022-03-08 00:00:25,1,303,100,50.98534867,5.702518971
7,2022-03-08 00:00:30,1,303,100,51.31753409,5.446933868
8,2022-03-08 00:00:35,1,303,100,50.70633343,5.625190033
9,2022-03-08 00:00:40,1,303,100,51.62628682,5.883895034
10,2022-03-08 00:00:45,1,303,100,51.87326091,5.709520991
11,2022-03-08 00:00:50,1,303,100,51.02731184,5.808096724
12,2022-03-08 00:00:55,1,303,100,50.00875472,5.229088909
13,2022-03-08 00:01:00,1,303,100,51.11843787,5.660526364
14,2022-03-08 00:01:05,1,303,100,51.58128507,5.689635004
15,2022-03-08 00:01:10,1,303,100,51.50157668,5.484845916
16,2022-03-08 00:01:15,1,303,100,51.07418287,5.501153731
17,2022-03-08 00:01:20,1,303,100,50.60076793,5.233039816
18,2022-03-08 00:01:25,1,303,100,51.40512015,4.960069081
19,2022-03-08 00:01:30,1,303,100,51.27291185,5.505013518
20,2022-03-08 00:01:35,1,303,100,51.10220378,5.026000057
21,2022-03-08 00:01:40,1,303,100,50.44629044,5.515351406
22,2022-03-08 00:01:45,1,303,100,51.22616756,5.189345084
23,2022-03-08 00:01:50,1,303,100,51.79670218,5.30644022
24,2022-03-08 00:01:55,1,303,100,50.50903664,5.508777881
25,2022-03-08 00:02:00,1,303,100,51.29018233,5.697920295
26,2022-03-08 00:02:05,1,303,100,51.52921462,5.650375028
27,2022-03-08 00:02:10,1,303,100,50.33302735,5.053848589
28,2022-03-08 00:02:15,1,303,100,51.68515115,4.92651252
29,2022-03-08 00:02:20,1,303,100,51.21881743,5.635349072
30,2022-03-08 00:02:25,1,303,100,51.78579341,5.67320581
31,2022-03-08 00:02:30,1,303,100,51.47717984,5.888680973
32,2022-03-08 00:02:35,1,303,100,49.6845778,5.825562011
33,2022-03-08 00:02:40,1,303,100,51.5007965,5.393712152
34,2022-03-08 00:02:45,1,303,100,51.10903771,5.415084018
35,2022-03-08 00:02:50,1,303,100,51.35097433,5.445475597
36,2022-03-08 00:02:55,1,303,100,50.91753247,5.224585813
37,2022-03-08 00:03:00,1,303,100,51.41425204,5.365102524
38,2022-03-08 00:03:05,1,303,100,51.23065762,5.55697449
39,2022-03-08 00:03:10,1,303,100,50.69463689,6.013053103
40,2022-03-08 00:03:15,1,303,100,51.27767094,5.046458377
41,2022-03-08 00:03:20,1,303,100,50.36228679,5.387043989
42,2022-03-08 00:03:25,1,303,100,51.2373371,5.432981467
43,2022-03-08 00:03:30,1,303,100,50.56325108,5.615010835
44,2022-03-08 00:03:35,1,303,100,51.4883584,5.52456765
45,2022-03-08 00:03:40,1,303,100,50.75518718,5.641312471
46,2022-03-08 00:03:45,1,303,100,49.97996821,6.175078609
47,2022-03-08 00:03:50,1,303,100,50.54675629,5.524058724
48,2022-03-08 00:03:55,1,303,100,50.69089639,5.906275075
49,2022-03-08 00:04:00,1,303,100,50.56406814,6.084217757
50,2022-03-08 00:04:05,1,303,100,52.19565419,5.864278055
51,2022-03-08 00:04:10,1,303,100,50.18144672,5.744967698
52,2022-03-08 00:04:15,1,303,100,51.16893686,5.451594507
53,2022-03-08 00:04:20,1,303,100,50.52030636,5.663958615
54,2022-03-08 00:04:25,1,303,100,50.48319158,5.498661983
55,2022-03-08 00:04:30,1,303,100,50.99780558,5.446547308
56,2022-03-08 00:04:35,1,303,100,51.4506304,5.703714091
57,2022-03-08 00:04:40,1,303,100,50.82625241,5.752046574
58,2022-03-08 00:04:45,1,303,100,50.68664251,5.026353386
59,2022-03-08 00:04:50,1,303,100,51.24207216,5.205968351
60,2022-03-08 00:04:55,1,303,100,52.2333076,5.484096286
61,2022-03-08 00:05:00,1,303,100,50.50726431,5.3904199
62,2022-03-08 00:05:05,1,303,100,51.25034529,5.297004766
63,2022-03-08 00:05:10,1,303,100,51.84798159,5.89267164
64,2022-03-08 00:05:15,1,303,100,51.23698238,5.379822845
65,2022-03-08 00:05:20,1,303,100,50.73780626,5.835898894
66,2022-03-08 00:05:25,1,303,100,50.71558945,5.955624356
67,2022-03-08 00:05:30,1,303,100,51.1898433,5.976212333
68,2022-03-08 00:05:35,1,303,100,50.90736649,5.526776175
69,2022-03-08 00:05:40,1,303,100,50.50950076,5.635490286
70,2022-03-08 00:05:45,1,303,100,50.79717019,5.473878209
71,2022-03-08 00:05:50,1,303,100,50.88023161,4.907354188
72,2022-03-08 00:05:55,1,303,100,50.73631238,5.755662366
73,2022-03-08 00:06:00,1,303,100,50.89681825,5.358165713
74,2022-03-08 00:06:05,1,303,100,50.8069735,5.721649432
75,2022-03-08 00:06:10,1,303,100,51.24485928,5.006433356
76,2022-03-08 00:06:15,1,303,100,50.70641433,6.071884721
77,2022-03-08 00:06:20,1,303,100,50.24230354,5.769600371
78,2022-03-08 00:06:25,1,303,100,51.17534138,5.924652822
79,2022-03-08 00:06:30,1,303,100,51.59733726,5.36657711
80,2022-03-08 00:06:35,1,303,100,52.2828631,5.405415559
81,2022-03-08 00:06:40,1,303,100,51.2703965,5.656534907
82,2022-03-08 00:06:45,1,303,100,50.8786916,5.304060915
83,2022-03-08 00:06:50,1,303,100,51.38740509,5.227277972
84,2022-03-08 00:06:55,1,303,100,51.86019812,5.655214417
85,2022-03-08 00:07:00,1,303,100,50.81327527,5.363998753
86,2022-03-08 00:07:05,1,303,100,50.5076013,5.159190096
87,2022-03-08 00:07:10,1,303,100,50.83047596,5.109100808
88,2022-03-08 00:07:15,1,303,100,48.44571442,5.395097837
89,2022-03-08 00:07:20,1,303,100,50.276593,4.922866292
90,2022-03-08 00:07:25,1,303,100,51.04079244,5.260905426
91,2022-03-08 00:07:30,1,303,100,51.45905751,5.885304269
92,2022-03-08 00:07:35,1,303,100,51.30968681,5.54308661
93,2022-03-08 00:07:40,1,303,100,51.42301952,5.778001641
94,2022-03-08 00:07:45,1,303,100,51.29080399,5.942860665
95,2022-03-08 00:07:50,1,303,100,51.43057844,5.874128289
96,2022-03-08 00:07:55,1,303,100,51.16311787,5.736915873
97,2022-03-08 00:08:00,1,303,100,50.52488164,5.752436751
98,2022-03-08 00:08:05,1,303,100,51.27455849,5.27399503
99,2022-03-08 00:08:10,1,303,100,51.50067535,5.402156197
100,2022-03-08 00:08:15,1,303,100,50.24207819,5.783283337
101,2022-03-08 00:08:20,1,303,100,50.33597238,5.3290507
102,2022-03-08 00:08:25,1,303,100,51.7705178,5.493822443
103,2022-03-08 00:08:30,1,303,100,51.08835199,5.865992544
104,2022-03-08 00:08:35,1,303,100,49.88629321,5.210062259
105,2022-03-08 00:08:40,1,303,100,51.31455036,5.768029787
106,2022-03-08 00:08:45,1,303,100,51.48698005,5.280972933
107,2022-03-08 00:08:50,1,303,100,51.19708816,5.32619142
108,2022-03-08 00:08:55,1,303,100,51.54320728,6.071637805
109,2022-03-08 00:09:00,1,303,100,51.4050344,5.722655595
110,2022-03-08 00:09:05,1,303,100,50.49858864,5.544931771
111,2022-03-08 00:09:10,1,303,100,51.31394711,5.389717328
